stock,STT,indicator,2017,2016,2015,2014,2013
SHB,14,Lợi nhuận sau thuế/Doanh thu thuần,59%,22%,22%,29%,40%
SHB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,0%,0%,0%,1%
SHB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,7%,7%,8%,8%
SHB,1,Lợi nhuận trên vốn đầu tư (ROIC),10%,6%,7%,8%,9%
SHB,2,Tỷ lệ tăng trưởng doanh thu,0%,13%,36%,30%,12%
SHB,3,Lợi nhuận trên cổ phiếu (EPS),61%,15%,-2%,8%,-68%
SHB,4,Vốn chủ sở hữu,20%,18%,7%,1%,9%
SHB,5,Tiền mặt,-10%,-33%,139%,48%,12%
SHB,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,8%
SHB,2,Tăng trưởng giá cổ phiếu,76%,-24%,-14%,27%,19%
SHI,1,Tài sản ngắn hạn/Tổng tài sản,73%,71%,65%,70%,67%
SHI,2,Tài sản dài hạn/Tổng tài sản,27%,29%,35%,30%,33%
SHI,3,Nợ phải trả/Tổng nguồn vốn,69%,60%,62%,74%,74%
SHI,4,Nợ phải trả/Vốn chủ sở hữu,224%,153%,160%,284%,288%
SHI,5,Vốn chủ sở hữu/Tổng nguồn vốn,31%,40%,38%,26%,26%
SHI,6,Thanh toán hiện hành,122%,132%,121%,109%,106%
SHI,7,Thanh toán nhanh,55%,65%,56%,51%,42%
SHI,8,Thanh toán nợ ngắn hạn,3%,6%,4%,9%,3%
SHI,9,Vòng quay Tổng tài sản,32%,120%,128%,129%,120%
SHI,10,Vòng quay tài sản ngắn hạn,45%,176%,190%,188%,181%
SHI,11,Vòng quay vốn chủ sở hữu,94%,308%,396%,500%,460%
SHI,12,Vòng quay Hàng tồn kho,73%,272%,301%,286%,323%
SHI,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,6%,4%,2%,1%
SHI,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,4%,3%,2%,0%
SHI,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),4%,5%,4%,2%,1%
SHI,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),13%,12%,11%,8%,2%
SHI,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,5%,4%,2%,0%
SHI,2,Tỷ lệ tăng trưởng doanh thu,29%,8%,13%,12%,-15%
SHI,3,Lợi nhuận trên cổ phiếu (EPS),28%,39%,125%,489%,-65%
SHI,4,Vốn chủ sở hữu,14%,23%,58%,19%,-15%
SHI,5,Tiền mặt,40%,99%,-65%,331%,-83%
SHI,1,Cổ tức tiền mặt,N/A,3%,3%,3%,N/A
SHI,2,Tăng trưởng giá cổ phiếu,-3%,-20%,64%,73%,-17%
SHN,1,Tài sản ngắn hạn/Tổng tài sản,35%,19%,26%,59%,68%
SHN,2,Tài sản dài hạn/Tổng tài sản,65%,81%,74%,41%,32%
SHN,3,Nợ phải trả/Tổng nguồn vốn,29%,12%,23%,90%,70%
SHN,4,Nợ phải trả/Vốn chủ sở hữu,40%,13%,30%,863%,228%
SHN,5,Vốn chủ sở hữu/Tổng nguồn vốn,71%,88%,77%,10%,30%
SHN,6,Thanh toán hiện hành,121%,167%,115%,66%,98%
SHN,7,Thanh toán nhanh,115%,159%,103%,56%,88%
SHN,8,Thanh toán nợ ngắn hạn,10%,1%,4%,0%,1%
SHN,9,Vòng quay Tổng tài sản,34%,41%,24%,1%,2%
SHN,10,Vòng quay tài sản ngắn hạn,98%,199%,66%,1%,2%
SHN,11,Vòng quay vốn chủ sở hữu,46%,48%,43%,4%,6%
SHN,12,Vòng quay Hàng tồn kho,"1,655%","2,342%",90%,0%,22%
SHN,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,30%,347%,"-3,409%",184%
SHN,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,26%,347%,"-3,409%",184%
SHN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),5%,7%,61%,-32%,3%
SHN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),7%,8%,79%,-304%,10%
SHN,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,34%,"1,958%",0%,318%
SHN,2,Tỷ lệ tăng trưởng doanh thu,242%,412%,"4,077%",-58%,-93%
SHN,3,Lợi nhuận trên cổ phiếu (EPS),-64%,-63%,0%,"-4,775%",-108%
SHN,4,Vốn chủ sở hữu,237%,284%,"1,534%",-74%,11%
SHN,5,Tiền mặt,781%,-40%,"3,080%",-93%,165%
SHN,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SHN,2,Tăng trưởng giá cổ phiếu,-13%,-11%,234%,18%,175%
SHS,1,Tài sản ngắn hạn/Tổng tài sản,100%,99%,100%,99%,97%
SHS,2,Tài sản dài hạn/Tổng tài sản,0%,1%,0%,1%,3%
SHS,3,Nợ phải trả/Tổng nguồn vốn,70%,66%,69%,71%,59%
SHS,4,Nợ phải trả/Vốn chủ sở hữu,231%,198%,227%,250%,145%
SHS,5,Vốn chủ sở hữu/Tổng nguồn vốn,30%,34%,31%,29%,41%
SHS,6,Thanh toán hiện hành,214%,262%,191%,139%,164%
SHS,7,Thanh toán nhanh,214%,262%,191%,139%,164%
SHS,8,Thanh toán nợ ngắn hạn,4%,29%,47%,71%,79%
SHS,9,Vòng quay Tổng tài sản,7%,17%,16%,16%,8%
SHS,10,Vòng quay tài sản ngắn hạn,7%,17%,16%,16%,8%
SHS,11,Vòng quay vốn chủ sở hữu,24%,53%,54%,47%,17%
SHS,12,Vòng quay Hàng tồn kho,0%,0%,0%,"418,136%","85,775%"
SHS,13,Lợi nhuận trước thuế/Doanh thu thuần,41%,15%,23%,31%,9%
SHS,14,Lợi nhuận sau thuế/Doanh thu thuần,34%,15%,23%,31%,9%
SHS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),6%,3%,4%,4%,1%
SHS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),21%,8%,12%,13%,1%
SHS,1,Lợi nhuận trên vốn đầu tư (ROIC),76%,28%,34%,60%,13%
SHS,2,Tỷ lệ tăng trưởng doanh thu,107%,9%,30%,198%,-63%
SHS,3,Lợi nhuận trên cổ phiếu (EPS),141%,-27%,-3%,953%,-62%
SHS,4,Vốn chủ sở hữu,27%,8%,13%,16%,2%
SHS,5,Tiền mặt,-75%,-56%,-49%,80%,21%
SHS,1,Cổ tức tiền mặt,N/A,8%,N/A,N/A,N/A
SHS,2,Tăng trưởng giá cổ phiếu,316%,-37%,-31%,77%,18%
SIC,1,Tài sản ngắn hạn/Tổng tài sản,30%,12%,10%,72%,66%
SIC,2,Tài sản dài hạn/Tổng tài sản,70%,88%,90%,28%,34%
SIC,3,Nợ phải trả/Tổng nguồn vốn,69%,52%,76%,77%,78%
SIC,4,Nợ phải trả/Vốn chủ sở hữu,225%,107%,323%,343%,357%
SIC,5,Vốn chủ sở hữu/Tổng nguồn vốn,31%,48%,24%,23%,22%
SIC,6,Thanh toán hiện hành,58%,38%,34%,243%,233%
SIC,7,Thanh toán nhanh,58%,38%,33%,33%,30%
SIC,8,Thanh toán nợ ngắn hạn,0%,2%,2%,5%,1%
SIC,9,Vòng quay Tổng tài sản,1%,9%,12%,13%,9%
SIC,10,Vòng quay tài sản ngắn hạn,7%,87%,28%,19%,15%
SIC,11,Vòng quay vốn chủ sở hữu,5%,28%,50%,60%,42%
SIC,12,Vòng quay Hàng tồn kho,"1,175%","3,326%",23%,14%,9%
SIC,13,Lợi nhuận trước thuế/Doanh thu thuần,318%,110%,3%,1%,4%
SIC,14,Lợi nhuận sau thuế/Doanh thu thuần,286%,87%,2%,0%,4%
SIC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,11%,0%,0%,0%
SIC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),24%,22%,1%,0%,1%
SIC,1,Lợi nhuận trên vốn đầu tư (ROIC),313%,164%,3%,1%,7%
SIC,2,Tỷ lệ tăng trưởng doanh thu,-34%,-33%,-13%,38%,-18%
SIC,3,Lợi nhuận trên cổ phiếu (EPS),248%,"3,014%",-14%,-26%,-81%
SIC,4,Vốn chủ sở hữu,27%,28%,8%,0%,-1%
SIC,5,Tiền mặt,350%,-45%,-59%,556%,-84%
SIC,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SIC,2,Tăng trưởng giá cổ phiếu,-69%,595%,42%,22%,6%
SJD,1,Tài sản ngắn hạn/Tổng tài sản,46%,34%,28%,25%,24%
SJD,2,Tài sản dài hạn/Tổng tài sản,54%,66%,72%,75%,76%
SJD,3,Nợ phải trả/Tổng nguồn vốn,32%,24%,24%,22%,28%
SJD,4,Nợ phải trả/Vốn chủ sở hữu,47%,31%,31%,29%,39%
SJD,5,Vốn chủ sở hữu/Tổng nguồn vốn,68%,76%,76%,77%,71%
SJD,6,Thanh toán hiện hành,296%,673%,554%,408%,332%
SJD,7,Thanh toán nhanh,293%,662%,547%,384%,313%
SJD,8,Thanh toán nợ ngắn hạn,47%,70%,65%,55%,30%
SJD,9,Vòng quay Tổng tài sản,12%,27%,28%,32%,29%
SJD,10,Vòng quay tài sản ngắn hạn,29%,85%,107%,132%,132%
SJD,11,Vòng quay vốn chủ sở hữu,17%,35%,37%,43%,42%
SJD,12,Vòng quay Hàng tồn kho,851%,"2,442%","1,289%",958%,871%
SJD,13,Lợi nhuận trước thuế/Doanh thu thuần,52%,42%,50%,49%,51%
SJD,14,Lợi nhuận sau thuế/Doanh thu thuần,46%,38%,47%,47%,48%
SJD,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),14%,10%,13%,14%,13%
SJD,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),20%,13%,17%,18%,18%
SJD,1,Lợi nhuận trên vốn đầu tư (ROIC),128%,93%,115%,112%,127%
SJD,2,Tỷ lệ tăng trưởng doanh thu,46%,-2%,-2%,26%,-10%
SJD,3,Lợi nhuận trên cổ phiếu (EPS),79%,-19%,-3%,18%,4%
SJD,4,Vốn chủ sở hữu,-5%,1%,7%,23%,24%
SJD,5,Tiền mặt,178%,7%,8%,72%,740%
SJD,1,Cổ tức tiền mặt,N/A,N/A,25%,25%,22%
SJD,2,Tăng trưởng giá cổ phiếu,53%,8%,-10%,69%,75%
SJS,1,Tài sản ngắn hạn/Tổng tài sản,67%,64%,64%,90%,87%
SJS,2,Tài sản dài hạn/Tổng tài sản,33%,36%,36%,10%,13%
SJS,3,Nợ phải trả/Tổng nguồn vốn,69%,65%,65%,67%,71%
SJS,4,Nợ phải trả/Vốn chủ sở hữu,223%,183%,189%,209%,249%
SJS,5,Vốn chủ sở hữu/Tổng nguồn vốn,31%,35%,34%,32%,28%
SJS,6,Thanh toán hiện hành,145%,152%,122%,147%,149%
SJS,7,Thanh toán nhanh,31%,47%,32%,15%,15%
SJS,8,Thanh toán nợ ngắn hạn,8%,9%,3%,4%,3%
SJS,9,Vòng quay Tổng tài sản,0%,9%,15%,22%,11%
SJS,10,Vòng quay tài sản ngắn hạn,0%,14%,20%,25%,13%
SJS,11,Vòng quay vốn chủ sở hữu,1%,25%,46%,73%,40%
SJS,12,Vòng quay Hàng tồn kho,0%,10%,15%,20%,9%
SJS,13,Lợi nhuận trước thuế/Doanh thu thuần,132%,44%,34%,16%,12%
SJS,14,Lợi nhuận sau thuế/Doanh thu thuần,131%,35%,26%,11%,11%
SJS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,3%,4%,3%,1%
SJS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,9%,11%,8%,4%
SJS,1,Lợi nhuận trên vốn đầu tư (ROIC),150%,68%,42%,16%,19%
SJS,2,Tỷ lệ tăng trưởng doanh thu,5%,-40%,-30%,94%,"1,093%"
SJS,3,Lợi nhuận trên cổ phiếu (EPS),-83%,-20%,42%,121%,-123%
SJS,4,Vốn chủ sở hữu,-5%,7%,13%,10%,2%
SJS,5,Tiền mặt,-31%,111%,-27%,52%,28%
SJS,1,Cổ tức tiền mặt,N/A,N/A,5%,N/A,N/A
SJS,2,Tăng trưởng giá cổ phiếu,35%,N/A,-6%,36%,-15%
SKG,1,Tài sản ngắn hạn/Tổng tài sản,46%,53%,60%,47%,35%
SKG,2,Tài sản dài hạn/Tổng tài sản,54%,47%,40%,53%,65%
SKG,3,Nợ phải trả/Tổng nguồn vốn,2%,2%,2%,3%,2%
SKG,4,Nợ phải trả/Vốn chủ sở hữu,2%,2%,2%,3%,2%
SKG,5,Vốn chủ sở hữu/Tổng nguồn vốn,98%,98%,98%,97%,98%
SKG,6,Thanh toán hiện hành,"2,953%","3,485%","2,649%","1,520%","1,526%"
SKG,7,Thanh toán nhanh,"2,830%","3,390%","2,580%","1,473%","1,431%"
SKG,8,Thanh toán nợ ngắn hạn,53%,79%,287%,668%,725%
SKG,9,Vòng quay Tổng tài sản,15%,57%,69%,72%,68%
SKG,10,Vòng quay tài sản ngắn hạn,28%,102%,126%,171%,215%
SKG,11,Vòng quay vốn chủ sở hữu,15%,58%,71%,74%,70%
SKG,12,Vòng quay Hàng tồn kho,320%,"1,219%","1,507%","1,772%","1,772%"
SKG,13,Lợi nhuận trước thuế/Doanh thu thuần,59%,62%,59%,48%,36%
SKG,14,Lợi nhuận sau thuế/Doanh thu thuần,56%,60%,57%,46%,34%
SKG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),25%,30%,33%,29%,21%
SKG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),25%,30%,34%,30%,21%
SKG,1,Lợi nhuận trên vốn đầu tư (ROIC),148%,187%,172%,106%,58%
SKG,2,Tỷ lệ tăng trưởng doanh thu,20%,17%,36%,36%,12%
SKG,3,Lợi nhuận trên cổ phiếu (EPS),-5%,22%,69%,287%,-77%
SKG,4,Vốn chủ sở hữu,20%,37%,50%,32%,27%
SKG,5,Tiền mặt,-18%,-75%,-54%,67%,18%
SKG,1,Cổ tức tiền mặt,N/A,10%,10%,10%,10%
SKG,2,Tăng trưởng giá cổ phiếu,-34%,19%,144%,48%,N/A
SMB,1,Tài sản ngắn hạn/Tổng tài sản,32%,29%,25%,23%,21%
SMB,2,Tài sản dài hạn/Tổng tài sản,68%,71%,75%,77%,79%
SMB,3,Nợ phải trả/Tổng nguồn vốn,44%,31%,42%,48%,57%
SMB,4,Nợ phải trả/Vốn chủ sở hữu,78%,45%,73%,92%,133%
SMB,5,Vốn chủ sở hữu/Tổng nguồn vốn,56%,69%,58%,52%,43%
SMB,6,Thanh toán hiện hành,78%,105%,76%,72%,62%
SMB,7,Thanh toán nhanh,34%,43%,28%,26%,30%
SMB,8,Thanh toán nợ ngắn hạn,4%,1%,6%,3%,5%
SMB,9,Vòng quay Tổng tài sản,46%,121%,104%,95%,84%
SMB,10,Vòng quay tài sản ngắn hạn,157%,445%,434%,436%,426%
SMB,11,Vòng quay vốn chủ sở hữu,77%,192%,189%,202%,208%
SMB,12,Vòng quay Hàng tồn kho,197%,544%,516%,589%,650%
SMB,13,Lợi nhuận trước thuế/Doanh thu thuần,14%,16%,14%,11%,7%
SMB,14,Lợi nhuận sau thuế/Doanh thu thuần,11%,13%,11%,9%,6%
SMB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),15%,16%,11%,9%,5%
SMB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),26%,23%,20%,17%,12%
SMB,1,Lợi nhuận trên vốn đầu tư (ROIC),14%,17%,14%,11%,7%
SMB,2,Tỷ lệ tăng trưởng doanh thu,34%,8%,-38%,1%,9%
SMB,3,Lợi nhuận trên cổ phiếu (EPS),24%,31%,31%,239%,-50%
SMB,4,Vốn chủ sở hữu,4%,9%,4%,7%,4%
SMB,5,Tiền mặt,-52%,-82%,102%,-51%,71%
SMB,1,Cổ tức tiền mặt,N/A,25%,16%,15%,10%
SMB,2,Tăng trưởng giá cổ phiếu,3%,71%,30%,44%,21%
SMC,1,Tài sản ngắn hạn/Tổng tài sản,82%,85%,77%,87%,82%
SMC,2,Tài sản dài hạn/Tổng tài sản,18%,15%,23%,13%,18%
SMC,3,Nợ phải trả/Tổng nguồn vốn,78%,84%,87%,86%,81%
SMC,4,Nợ phải trả/Vốn chủ sở hữu,346%,519%,674%,629%,439%
SMC,5,Vốn chủ sở hữu/Tổng nguồn vốn,22%,16%,13%,14%,19%
SMC,6,Thanh toán hiện hành,108%,104%,92%,105%,107%
SMC,7,Thanh toán nhanh,65%,66%,72%,71%,58%
SMC,8,Thanh toán nợ ngắn hạn,5%,7%,4%,13%,13%
SMC,9,Vòng quay Tổng tài sản,71%,246%,282%,304%,371%
SMC,10,Vòng quay tài sản ngắn hạn,86%,301%,341%,359%,456%
SMC,11,Vòng quay vốn chủ sở hữu,354%,"1,653%","2,107%","1,929%","1,667%"
SMC,12,Vòng quay Hàng tồn kho,233%,904%,"1,200%",914%,"1,226%"
SMC,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,4%,-2%,0%,0%
SMC,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,4%,-2%,0%,0%
SMC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,8%,-6%,0%,1%
SMC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),31%,49%,-50%,4%,4%
SMC,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,4%,-2%,0%,0%
SMC,2,Tỷ lệ tăng trưởng doanh thu,49%,-6%,-8%,13%,8%
SMC,3,Lợi nhuận trên cổ phiếu (EPS),20%,0%,-685%,19%,-70%
SMC,4,Vốn chủ sở hữu,68%,92%,-30%,-1%,-3%
SMC,5,Tiền mặt,-8%,180%,-79%,51%,54%
SMC,1,Cổ tức tiền mặt,N/A,15%,N/A,5%,8%
SMC,2,Tăng trưởng giá cổ phiếu,18%,213%,-33%,-8%,9%
SPI,1,Tài sản ngắn hạn/Tổng tài sản,58%,58%,50%,19%,68%
SPI,2,Tài sản dài hạn/Tổng tài sản,42%,42%,50%,81%,32%
SPI,3,Nợ phải trả/Tổng nguồn vốn,23%,33%,37%,1%,2%
SPI,4,Nợ phải trả/Vốn chủ sở hữu,30%,49%,58%,1%,2%
SPI,5,Vốn chủ sở hữu/Tổng nguồn vốn,77%,67%,63%,99%,98%
SPI,6,Thanh toán hiện hành,275%,194%,165%,"2,588%","2,862%"
SPI,7,Thanh toán nhanh,146%,112%,112%,"1,290%",984%
SPI,8,Thanh toán nợ ngắn hạn,12%,3%,13%,115%,33%
SPI,9,Vòng quay Tổng tài sản,5%,25%,36%,9%,36%
SPI,10,Vòng quay tài sản ngắn hạn,8%,46%,89%,34%,50%
SPI,11,Vòng quay vốn chủ sở hữu,6%,38%,48%,9%,47%
SPI,12,Vòng quay Hàng tồn kho,18%,92%,193%,50%,83%
SPI,13,Lợi nhuận trước thuế/Doanh thu thuần,81%,4%,3%,12%,2%
SPI,14,Lợi nhuận sau thuế/Doanh thu thuần,61%,3%,2%,9%,1%
SPI,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),4%,1%,1%,1%,1%
SPI,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),5%,1%,1%,1%,1%
SPI,1,Lợi nhuận trên vốn đầu tư (ROIC),80%,3%,3%,11%,2%
SPI,2,Tỷ lệ tăng trưởng doanh thu,-27%,-7%,909%,-42%,-2%
SPI,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,-912%,150%,-69%
SPI,4,Vốn chủ sở hữu,4%,1%,37%,383%,0%
SPI,5,Tiền mặt,6%,-76%,939%,401%,51%
SPI,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SPI,2,Tăng trưởng giá cổ phiếu,83%,15%,-73%,53%,-67%
SQC,1,Tài sản ngắn hạn/Tổng tài sản,16%,17%,16%,18%,23%
SQC,2,Tài sản dài hạn/Tổng tài sản,84%,83%,84%,82%,77%
SQC,3,Nợ phải trả/Tổng nguồn vốn,12%,14%,30%,24%,18%
SQC,4,Nợ phải trả/Vốn chủ sở hữu,14%,16%,43%,32%,22%
SQC,5,Vốn chủ sở hữu/Tổng nguồn vốn,88%,86%,70%,76%,82%
SQC,6,Thanh toán hiện hành,127%,126%,52%,74%,130%
SQC,7,Thanh toán nhanh,4%,13%,3%,3%,49%
SQC,8,Thanh toán nợ ngắn hạn,1%,0%,1%,0%,2%
SQC,9,Vòng quay Tổng tài sản,1%,8%,0%,3%,18%
SQC,10,Vòng quay tài sản ngắn hạn,5%,50%,2%,13%,70%
SQC,11,Vòng quay vốn chủ sở hữu,1%,11%,1%,3%,22%
SQC,12,Vòng quay Hàng tồn kho,10%,88%,32%,29%,128%
SQC,13,Lợi nhuận trước thuế/Doanh thu thuần,-148%,-61%,"-1,698%",-318%,-9%
SQC,14,Lợi nhuận sau thuế/Doanh thu thuần,-148%,-61%,"-1,698%",-318%,-9%
SQC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-3%,-6%,-7%,-9%,-2%
SQC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-3%,-7%,-10%,-13%,-2%
SQC,1,Lợi nhuận trên vốn đầu tư (ROIC),-68%,-37%,-139%,-187%,-10%
SQC,2,Tỷ lệ tăng trưởng doanh thu,50%,"1,602%",-89%,-85%,-52%
SQC,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,0%,0%,-113%
SQC,4,Vốn chủ sở hữu,-3%,-6%,-9%,-25%,-2%
SQC,5,Tiền mặt,27%,-87%,348%,-84%,-87%
SQC,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SQC,2,Tăng trưởng giá cổ phiếu,N/A,N/A,1%,2%,-2%
SRC,1,Tài sản ngắn hạn/Tổng tài sản,52%,56%,77%,80%,76%
SRC,2,Tài sản dài hạn/Tổng tài sản,48%,44%,23%,20%,24%
SRC,3,Nợ phải trả/Tổng nguồn vốn,58%,52%,38%,38%,44%
SRC,4,Nợ phải trả/Vốn chủ sở hữu,139%,110%,61%,62%,78%
SRC,5,Vốn chủ sở hữu/Tổng nguồn vốn,42%,48%,62%,62%,56%
SRC,6,Thanh toán hiện hành,236%,222%,248%,223%,186%
SRC,7,Thanh toán nhanh,103%,93%,92%,75%,54%
SRC,8,Thanh toán nợ ngắn hạn,20%,26%,25%,31%,20%
SRC,9,Vòng quay Tổng tài sản,32%,144%,182%,190%,186%
SRC,10,Vòng quay tài sản ngắn hạn,55%,223%,231%,243%,251%
SRC,11,Vòng quay vốn chủ sở hữu,67%,269%,294%,322%,360%
SRC,12,Vòng quay Hàng tồn kho,84%,295%,288%,286%,275%
SRC,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,9%,10%,9%,9%
SRC,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,7%,8%,7%,7%
SRC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),5%,9%,14%,13%,12%
SRC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,19%,22%,21%,22%
SRC,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,9%,10%,9%,8%
SRC,2,Tỷ lệ tăng trưởng doanh thu,10%,-6%,-3%,1%,-10%
SRC,3,Lợi nhuận trên cổ phiếu (EPS),-32%,-9%,9%,5%,44%
SRC,4,Vốn chủ sở hữu,-2%,4%,3%,9%,18%
SRC,5,Tiền mặt,-10%,13%,-29%,38%,41%
SRC,1,Cổ tức tiền mặt,N/A,16%,22%,15%,20%
SRC,2,Tăng trưởng giá cổ phiếu,-22%,-23%,21%,92%,63%
SSI,1,Tài sản ngắn hạn/Tổng tài sản,91%,90%,82%,72%,58%
SSI,2,Tài sản dài hạn/Tổng tài sản,9%,10%,18%,28%,42%
SSI,3,Nợ phải trả/Tổng nguồn vốn,49%,46%,50%,35%,31%
SSI,4,Nợ phải trả/Vốn chủ sở hữu,95%,85%,99%,54%,45%
SSI,5,Vốn chủ sở hữu/Tổng nguồn vốn,51%,54%,50%,65%,69%
SSI,6,Thanh toán hiện hành,202%,203%,184%,206%,190%
SSI,7,Thanh toán nhanh,202%,203%,184%,206%,190%
SSI,8,Thanh toán nợ ngắn hạn,7%,5%,0%,63%,78%
SSI,9,Vòng quay Tổng tài sản,4%,17%,12%,19%,9%
SSI,10,Vòng quay tài sản ngắn hạn,4%,19%,15%,29%,16%
SSI,11,Vòng quay vốn chủ sở hữu,8%,32%,21%,28%,14%
SSI,12,Vòng quay Hàng tồn kho,0%,"1,274,647%",0%,0%,0%
SSI,13,Lợi nhuận trước thuế/Doanh thu thuần,39%,48%,80%,59%,70%
SSI,14,Lợi nhuận sau thuế/Doanh thu thuần,34%,39%,64%,48%,57%
SSI,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),5%,7%,6%,8%,5%
SSI,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,12%,13%,13%,8%
SSI,1,Lợi nhuận trên vốn đầu tư (ROIC),65%,103%,269%,108%,108%
SSI,2,Tỷ lệ tăng trưởng doanh thu,-8%,66%,-15%,115%,-14%
SSI,3,Lợi nhuận trên cổ phiếu (EPS),-13%,3%,14%,78%,-10%
SSI,4,Vốn chủ sở hữu,20%,6%,17%,8%,1%
SSI,5,Tiền mặt,25%,-100%,-100%,6%,-6%
SSI,1,Cổ tức tiền mặt,N/A,N/A,10%,N/A,10%
SSI,2,Tăng trưởng giá cổ phiếu,33%,-8%,7%,58%,17%
SSN,1,Tài sản ngắn hạn/Tổng tài sản,94%,95%,93%,80%,73%
SSN,2,Tài sản dài hạn/Tổng tài sản,6%,5%,7%,20%,27%
SSN,3,Nợ phải trả/Tổng nguồn vốn,57%,59%,21%,53%,63%
SSN,4,Nợ phải trả/Vốn chủ sở hữu,134%,145%,26%,111%,173%
SSN,5,Vốn chủ sở hữu/Tổng nguồn vốn,43%,41%,79%,47%,37%
SSN,6,Thanh toán hiện hành,165%,161%,450%,153%,116%
SSN,7,Thanh toán nhanh,165%,161%,450%,153%,113%
SSN,8,Thanh toán nợ ngắn hạn,0%,6%,1%,2%,50%
SSN,9,Vòng quay Tổng tài sản,1%,3%,4%,26%,84%
SSN,10,Vòng quay tài sản ngắn hạn,1%,3%,4%,34%,134%
SSN,11,Vòng quay vốn chủ sở hữu,2%,6%,5%,62%,297%
SSN,12,Vòng quay Hàng tồn kho,0%,0%,"1,889,800%","1,838%","1,311%"
SSN,13,Lợi nhuận trước thuế/Doanh thu thuần,616%,353%,99%,4%,-1%
SSN,14,Lợi nhuận sau thuế/Doanh thu thuần,490%,320%,99%,4%,-6%
SSN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),4%,7%,2%,1%,-8%
SSN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),9%,18%,3%,2%,-21%
SSN,1,Lợi nhuận trên vốn đầu tư (ROIC),"1,798%","2,062%",124%,5%,-7%
SSN,2,Tỷ lệ tăng trưởng doanh thu,-100%,120%,-69%,-81%,-70%
SSN,3,Lợi nhuận trên cổ phiếu (EPS),0%,-88%,734%,0%,-48%
SSN,4,Vốn chủ sở hữu,-100%,22%,496%,2%,-17%
SSN,5,Tiền mặt,-100%,"5,819%",-43%,-98%,607%
SSN,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
SSN,2,Tăng trưởng giá cổ phiếu,-4%,116%,-6%,9%,8%
STB,1,Tài sản ngắn hạn/Tổng tài sản,66%,64%,68%,78%,79%
STB,2,Tài sản dài hạn/Tổng tài sản,34%,36%,32%,23%,21%
STB,3,Nợ phải trả/Tổng nguồn vốn,94%,93%,92%,90%,89%
STB,4,Nợ phải trả/Vốn chủ sở hữu,"1,495%","1,396%","1,196%",951%,846%
STB,5,Vốn chủ sở hữu/Tổng nguồn vốn,6%,7%,8%,10%,11%
